[19.573032], 109.957041, 0.001478
[19.633223], 109.811795, 0.001448
[19.693035], 110.501330, 0.001446
[19.753029], 110.567098, 0.001415
[19.813038], 110.638194, 0.001403
[19.873033], 111.331930, 0.001397
[19.933031], 110.990762, 0.001367
[19.993491], 111.281666, 0.001372
[20.053034], 111.969698, 0.001362
[20.113029], 111.224848, 0.001332
[20.173032], 111.921475, 0.001353
[20.233046], 112.617185, 0.001332
[20.293031], 112.904128, 0.001300
[20.353029], 113.398341, 0.001282
[20.413024], 113.893950, 0.001260
[20.473224], 113.991024, 0.001238
[20.533036], 114.487445, 0.001229
[20.593031], 114.786898, 0.001211
[20.653221], 115.291191, 0.001198
[20.713038], 115.791076, 0.001180
[20.773028], 115.898542, 0.001161
[20.833036], 115.811802, 0.001154
[20.893036], 115.726373, 0.001154
[20.953030], 115.640669, 0.001157
[21.013030], 115.357093, 0.001160
[21.073028], 115.467687, 0.001169
[21.133026], 115.972684, 0.001167
[21.193027], 115.884583, 0.001153
[21.253024], 116.785352, 0.001152
[21.313030], 117.292207, 0.001128
[21.373225], 117.412157, 0.001109
[21.433036], 117.919757, 0.001102
[21.493031], 118.041329, 0.001088
[21.553034], 118.942189, 0.001082
[21.613320], 119.072368, 0.001060
[21.673032], 119.390343, 0.001053
[21.733027], 119.906166, 0.001044
[21.793035], 119.463313, 0.001032
[21.853035], 119.406091, 0.001038
[21.913029], 119.155520, 0.001041
[21.973034], 119.096135, 0.001047
[22.033032], 119.227701, 0.001049
[22.093027], 119.166597, 0.001047
[22.153030], 120.067457, 0.001048
[22.213448], 120.590437, 0.001029
[22.280637], 121.216940, 0.001013
[22.343021], 121.392314, 0.000999
[22.402998], 121.154422, 0.000993
[22.463018], 121.297150, 0.000996
[22.523001], 120.680274, 0.000995
[22.583010], 121.391426, 0.001006
[22.643226], 121.535467, 0.000995
[22.703033], 121.485751, 0.000990
[22.763028], 121.439701, 0.000990
[22.823036], 121.583160, 0.000990
[22.883036], 121.347855, 0.000988
[22.943029], 121.112549, 0.000992
[23.003028], 121.823789, 0.000997
[23.063028], 121.397955, 0.000985
[23.123026], 121.920338, 0.000990
[23.183223], 122.445648, 0.000982
[23.243034], 122.588718, 0.000971
[23.303029], 122.359865, 0.000966
[23.363028], 122.319822, 0.000969
[23.423032], 122.090909, 0.000971
[23.483030], 122.049571, 0.000975
[23.543025], 122.384505, 0.000977
[23.603645], 122.540453, 0.000971
[23.663032], 123.055508, 0.000967
[23.723027], 122.828479, 0.000958
[23.783036], 122.791024, 0.000960
[23.843035], 123.316288, 0.000961
[23.903029], 123.841771, 0.000952
[23.963029], 124.181251, 0.000942
